Title,ESG_Company_Related,Sentiment,label
"To NBA coaches, racial equality is a priority of the restart",no,not_esg,0
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
Relief in sight as Western Europe swelters under heatwave,no,not_esg,0
"INVESTOR ALERT: Kirby McInerney LLP Reminds Investors That a Class Action Lawsuit Has Been Filed Against JOYY Inc. and Encourages Investors to Contact the Firm Before January 19, 2021",yes,negative,1
Portland General Electric: Service restoration underway for PGE customers impacted by historic windstorm,yes,neutral,2
Former sprinter gets top coaching role at British Athletics,no,not_esg,0
"Wind energy sector accounted for 42% of new capacity in 2020, a record high",no,not_esg,0
Toyota's electric car vehicle plans in detail,yes,positive,3
Ohio House speaker targeted in $ 60 million public corruption case,no,neutral,2
Wave and Tidal Energy Market: Maintaining a Strong Outlook – Here’ s Why – EcoChunk,no,not_esg,0
George Soros’ s Foundation Pours $ 220 Million Into Racial Equality Push,no,not_esg,0
ToxCCIn: Toxic Content Classification with Interpretability,no,not_esg,0
Tencent says executive held by China linked to 'personal ' corruption,yes,negative,1
Biden’ s Electric Vehicle Goal Means Billions in Spending. These Stocks Could Benefit.,no,not_esg,0
"Glancy Prongay & Murray LLP: a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Amdocs Limited ( DOX) Investors",yes,negative,1
Doral Renewables LLC ( formerly named Global Energy Generation LLC) Appoints Evan Speece as Chief Financial Officer,yes,neutral,2
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
"GM to invest $ 1 billion in Mexico for electric vehicle production, angering UAW members",yes,positive,3
Electric vehicle 4680-format battery cell charges in 10 minutes,no,not_esg,0
"Despite sea-level rise risks, migration to some threatened coastal areas may increase",no,not_esg,0
2020 Insights on Global Affordable Housing Driving the Market for Construction Plastics,no,not_esg,0
INVESTOR ALERT: Law Offices of Howard G. Smith Announces the Filing of a Securities Class Action on Behalf of EHang Holdings Limited ( EH) Investors,yes,negative,1
"Workhorse Group Inc. Reminder: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Workhorse Group Inc.",yes,negative,1
Sea level rise is accelerating in the Northeast,no,not_esg,0
"Whether the FDA approves a COVID-19 booster shot or not, Pfizer and Moderna have already made their money",yes,neutral,2
Trinseo and Fernholz Commercialize Recycled Polystyrene ( r-PS) for Food Packaging,yes,positive,3
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
Ithaca is first US city to begin 100% decarbonization of buildings,no,not_esg,0
Celebrating Cultural Diversity: Nissan Foundation Kicks off 2022 Grant Cycle,yes,positive,3
How Clear Career Paths Strengthen Retention—and Diversity,no,not_esg,0
"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Spectrum Pharmaceuticals, Inc. ( SPPI) Investors",yes,negative,1
Defaqto launches ESG fund review service – ESG Clarity,yes,positive,3
U.N. chief tells COP26 that global warming goal is on 'life support ',no,not_esg,0
Food Brands Are Finally Changing Their Racist Mascots—But Is It Enough?,yes,neutral,2
"Exxon looking to capture carbon, cut costs at $ 30 bln Mozambique LNG project",yes,positive,3
Alan Finkel: how a late-night phonecall in 2016 triggered 'incredible progress ' on clean energy,no,not_esg,0
The zero-waste movement: how a new wave of shops is driving a refill revolution,no,not_esg,0
"EQUITY ALERT: ROSEN, A TOP RANKED LAW FIRM, Encourages Amarin Corporation plc Investors with Losses in Excess of $ 100K to Secure Counsel Before Important Deadline in Securities Class Action – AMRN",yes,negative,1
Cloudberry Clean Energy AS:,no,not_esg,0
"Apple Korea, under antitrust probe, proposes $ 84 million to support small businesses",yes,positive,3
"Exclusive: Grenfell Tower Inquiry Accused Of Racism Over 'No Guns, Knives Or Hammers ' Security Guidance",no,not_esg,0
VMware: Accelerating Decarbonization of the World's Digital Infrastructure,yes,positive,3
"New Microsoft solar project shows climate, racial equity are connected",yes,positive,3
"KNDI INVESTOR DEADLINE: Hagens Berman Alerts Kandi Technologies Group ( KNDI) Investors to Upcoming Application Deadline in Securities Fraud Lawsuit, Encourages Investors with Losses to Contact the Firm",yes,negative,1
New USC diversity study shows paltry progress for inclusion in a dozen years of Hollywood movies,no,not_esg,0
"Startup: Andrea Roberson of AI4US Seeks Diversity in AI, Tech Workforce",yes,positive,3
FDA Approves KEYTRUDA® ( pembrolizumab) Plus LENVIMA® Combination for Patients With Certain Types of Advanced Endometrial Carcinoma,yes,positive,3
Brookdale Senior Living: FDA Approval of New Alzheimer's Drug Offers Hope,yes,positive,3
Clean tech and energy – Page 2 – Crunchbase News,no,not_esg,0
Ohio House speaker targeted in $ 60 million public corruption case,no,neutral,2
Food Brands Are Finally Changing Their Racist Mascots—But Is It Enough?,yes,neutral,2
"PARSELY ENERGY INVESTOR ALERT by the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Parsley Energy, Inc. - PE",yes,negative,1
Defaqto launches ESG fund review service – ESG Clarity,yes,positive,3
Blink Charging: to Participate in Electric Vehicle Webinar Presented by Maxim Group LLC and M-Vest,yes,neutral,2
"Workhorse Group Inc. Reminder: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Workhorse Group Inc.",yes,negative,1
Amazon Takes the Title of Largest Corporate Renewable Energy Buyer in U.S.,yes,positive,3
Brookdale Senior Living: FDA Approval of New Alzheimer's Drug Offers Hope,yes,positive,3
Opinion: Buying shares of DWAC and its Trump deal 'is closer to gambling than investing ',no,not_esg,0
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
Endesa S A: studies developing 23 green hydrogen projects in Spain with an investment of 2.9 billion euros,yes,positive,3
Consultant accuses NHS trust of forcing him into modern slavery,no,not_esg,0
Antitrust Chief Retools to Ensure Compliance -- WSJ,no,not_esg,0
"Chevron deepens carbon-capture push with Microsoft, Schlumberger linkage",yes,positive,3
Faurecia: will develop ultra-low CO2 seat structures in partnership with SSAB as its fossil-free steel supplier,yes,positive,3
"Almirall S A: announces FDA approval of Klisyri® ( tirbanibulin), a new innovative topical treatment for actinic keratosis",yes,positive,3
FDA approval of AquaBounty GM salmon heads to appeals court,yes,neutral,2
"Global Biomass Pellets Market ( 2020 to 2028) - Industry Perspective, Comprehensive Analysis and Forecasts - ResearchAndMarkets.com",no,not_esg,0
Online harassment is all a part of Japan’ s ‘ post’ racism,no,not_esg,0
Hudson Pacific Properties: Achieves 100% Carbon Neutrality Across All Operations,yes,positive,3
"Workhorse Group Inc. Reminder: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Workhorse Group Inc.",yes,negative,1
Vale S A: and Jiangsu Shagang sign MoU to develop steelmaking decarbonization solutions,yes,positive,3
"QuantumScape Stock: Berger Montague Investigates Alleged Securities Fraud Claims Against QuantumScape Corporation ( NYSE: QS); Lead Plaintiff Deadline is March 8, 2021",yes,negative,1
"Glancy Prongay & Murray LLP:, a Leading Securities Fraud Law Firm, Announces Investigation of Boston Scientific Corporation ( BSX) on Behalf of Investors",yes,negative,1
Pfizer Inc. Announces U.S. FDA Approves TICOVAC,yes,positive,3
Gaetz probe includes scrutiny of potential public corruption tied to medical marijuana industry,yes,negative,1
"Class Action Alert: Kessler Topaz Meltzer & Check, LLP Reminds Ebix Investors for Securities Fraud Class Action Lawsuit",yes,negative,1
"Investor Alert: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Bit Digital, Inc. – BTBT",yes,negative,1
‘ Child labour rampant in Bangladesh’ s leather industry’,no,not_esg,0
NSP INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Insperity Inc.,yes,negative,1
Piper Sandler Hires Diversity & Inclusion Director Analia Alonso,yes,positive,3
Ways To Prepare Your Business For A Natural Disaster,no,not_esg,0
Falck Renewables S p A: won 40 MW in the Spanish tender,yes,positive,3
"Racism endemic at DfID, staff claim",yes,negative,1
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
"U S Energy: ACORE - 24,000 Clean Energy Jobs Added in October, Leaving 454,000 Unemployed after Months of Federal Inaction",no,not_esg,0
FDA approves first lymphoma drug for dogs,no,not_esg,0
RRC INVESTOR FILING DEADLINE: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion In a Securities Class Action Lawsuit Against Range Resources Corporation,yes,negative,1
Google-Antitrust: Top internet analyst Brian Nowak weighs in on DOJ suit,yes,negative,1
"Professional couples are on the rise, but it's not increasing income inequality",no,not_esg,0
"Japan's First Consortium Selected Based on Public Offering Guidelines Towards Realization of Floating Offshore Wind Power Generator in Marine Renewable Energy Power Generation Facility Maintenance Promotion Area Offshore Goto City, Nagasaki Prefecture [ PDF:419.9 KB ]",no,not_esg,0
"Clean Energy Signs Agreements to Provide Sustainable Renewable Natural Gas to Trucking, Transit and Refuse Sectors to Reduce Emissions",yes,positive,3
Two Nigerian women jailed for human trafficking offences,no,not_esg,0
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
Hawaii longline fleet still vulnerable to forced labor issues,no,not_esg,0
NICE Actimize Augments Its Anti-Money Laundering Solutions With Real-time AI Entity Resolution for More Effective Financial Crime Detection,yes,positive,3
Food Brands Are Finally Changing Their Racist Mascots—But Is It Enough?,yes,neutral,2
Aker: Carbon Capture AS and Aker Offshore Wind Holding AS – Contemplated Private Placement and Listing on Merkur Market,yes,neutral,2
Aker: Carbon Capture AS and Aker Offshore Wind Holding AS – Contemplated Private Placement and Listing on Merkur Market,yes,neutral,2
Bank of East Asia: Fraudulent Websites Notification,yes,negative,1
ReneSola: Power to Present at Credit Suisse Renewables and Utilities Virtual Conference,yes,neutral,2
Hydrogenation of C $   { 24 } $ carbon clusters: structural diversity and energetic properties,no,not_esg,0
The UK needs to revisit its renewable energy export strategy,no,not_esg,0
"Moving Quickly, Merck Submits COVID-19 Antiviral for FDA Approval",yes,positive,3
The world needs to build on the growing momentum behind carbon capture,no,not_esg,0
"When Trump Calls a Black Woman ‘ Angry,’ He Feeds This Racist Trope",no,not_esg,0
"PolyQuest Invests In PET Recycling Operation - Nonwovens Industry Magazine - News, Markets & Analysis for the Nonwovens Industry",yes,positive,3
Canadian railways could run out of grain to transport due to drought: analyst,no,not_esg,0
One Oil Company's Rocky Path to Renewable Energy -2-,yes,neutral,2
RRC INVESTOR FILING DEADLINE: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion In a Securities Class Action Lawsuit Against Range Resources Corporation,yes,negative,1
One Oil Company's Rocky Path to Renewable Energy -2-,yes,neutral,2
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
Meghan Markle Blames “ Toxicity ” Of Journalism For Inability To Truly Find Freedom,no,not_esg,0
"Workhorse Group Inc. Reminder: Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Workhorse Group Inc.",yes,negative,1
One Oil Company's Rocky Path to Renewable Energy,yes,neutral,2
How Tuna Antitrust Ruling Affects Job Bias Class Actions,yes,negative,1
Beachie Creek Fire: Oregon family ran out of gas while trying to flee from a wildfire,no,not_esg,0
"KNDI INVESTOR DEADLINE: Hagens Berman Alerts Kandi Technologies Group ( KNDI) Investors to Upcoming Application Deadline in Securities Fraud Lawsuit, Encourages Investors with Losses to Contact the Firm",yes,negative,1
Polish fraud fighter Nethone raises $ 6.7 million,yes,neutral,2
"BMC INVESTOR ALERT by the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of BMC Stock Holdings, Inc. - BMCH",yes,negative,1
Piper Sandler Hires Diversity & Inclusion Director Analia Alonso,yes,positive,3
Convene and Eden Health Expand Partnership to Include Access to Healthcare for WorkPlace Members,yes,positive,3
Vale S A: and Jiangsu Shagang sign MoU to develop steelmaking decarbonization solutions,yes,positive,3
Toyota's electric car vehicle plans in detail,yes,positive,3
"Glancy Prongay & Murray LLP: a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Rekor Systems, Inc. f/k/a Novume Solutions, Inc. ( REKR) Investors",yes,negative,1
6 Inspirational Sustainable Architecture and Sustainable Design Books,no,not_esg,0
Splitting water molecules for a renewable energy future,no,not_esg,0
Arco Receives Antitrust Approval and Completes the Acquisition of COC and Dom Bosco Learning Systems,yes,neutral,2
Aker: Awarded Contract for the Brevik Carbon Capture Project,yes,positive,3
"CELLULAR BIOMEDICINE INVESTOR ALERT By the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Cellular Biomedicine Group, Inc.",yes,negative,1
"Glancy Prongay & Murray LLP:, a Leading Securities Fraud Law Firm, Announces Investigation of Fulton Financial Corporation ( FULT) on Behalf of Investors",yes,negative,1
"Orocobre: reports no injuries, only minor damage from earthquake near Naraha plant",yes,neutral,2
Pfizer COVID-19 vaccine expected to get FDA approval for kids 12-15 this week,yes,positive,3
Ford to convert British factory into electric vehicle plant,yes,positive,3
German prosecutors probe Wirecard for money laundering,yes,negative,1
"After charges against Google, road map to antitrust changes contains many potential routes",yes,negative,1
"Glancy Prongay & Murray LLP:, a Leading Securities Fraud Law Firm, Announces Investigation of Fulton Financial Corporation ( FULT) on Behalf of Investors",yes,negative,1
Abbott Says Xience Stent Gets FDA Approval For One-Month DAPT,yes,positive,3
"Investor Alert: Kaplan Fox Investigates Potential Securities Fraud At FireEye, Inc.",yes,negative,1
The US takes steps to break China’ s rare earths monopoly — Quartz,no,not_esg,0
Digi International: What Is Clean Tech and How Is IoT Enabling It?,yes,positive,3
Trump blames racism in policing on 'bad apples ' during visit to Kenosha,no,not_esg,0
Amazon Takes the Title of Largest Corporate Renewable Energy Buyer in U.S.,yes,positive,3
World Bank: Provides $ 465 Million to Expand Energy Access and Renewable Energy Integration in West Africa,no,not_esg,0
"Investigation Alert: Kessler Topaz Meltzer & Check, LLP is Investigating Securities Fraud Claims on Behalf of Lightning eMotors, Inc. ( NYSE: ZEV) f/k/a GigCapital3, Inc. ( NYSE: GIK) Investors",yes,negative,1
Aker: Carbon Capture AS and Aker Offshore Wind Holding AS – Contemplated Private Placement and Listing on Merkur Market,yes,neutral,2
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
"FB INVESTOR ALERT: ROSEN, A TOP RANKED LAW FIRM, Encourages Facebook, Inc. Investors with Losses to Inquire About Class Action Investigation – FB",yes,negative,1
Fortum Oyj: expands its EV battery recycling operations with a new mechanical processing plant in Finland,yes,positive,3
Fibra UNO: Funo® reports no damages on its properties located in areas affected by the earthquake,yes,neutral,2
TRESemmé hair ad angers South Africans still hurting from racist past,yes,negative,1
Government of Canada invests in Alberta's construction industry to help strengthen energy efficiency and green building practices,no,not_esg,0
Palace adidas Ultraboost Recycled Yarns Capsule: Release Info,yes,positive,3
‘ Like a large explosion’: earthquake reported in Bedfordshire,no,not_esg,0
"QuantumScape Stock: Berger Montague Investigates Alleged Securities Fraud Claims Against QuantumScape Corporation ( NYSE: QS); Lead Plaintiff Deadline is March 8, 2021",yes,negative,1
Convertible Loan Agreements Diversity Data Published by Future Fund,yes,positive,3
"Recover Losses: Ademi LLP Investigates Claims of Securities Fraud against Zymergen, Inc.",yes,negative,1
"Apple Korea, under antitrust probe, proposes $ 84 million to support small businesses",yes,positive,3
UK Corporate Citizenship,no,not_esg,0
Siemens Gamesa Renewable Energy S A: CMD presentation,yes,neutral,2
"EQUITY ALERT: Rosen Law Firm Files Securities Class Action Lawsuit Against TMC the metals company Inc. f/k/a Sustainable Opportunities Acquisition Corp. – TMC, TMCWW, SOAC, SOAC.U, SOACWS",yes,negative,1
15 must-watch Netflix titles celebrating feminism and gender equality,no,not_esg,0
Russia Is Using Undercover Racists to Exploit Africa’ s Anti-Racist Political Revolt,no,not_esg,0
"Orocobre: reports no injuries, only minor damage from earthquake near Naraha plant",yes,neutral,2
"INVESTOR ALERT: Kirby McInerney LLP Reminds Investors That a Class Action Lawsuit Has Been Filed on Behalf of Hyzon Motors, Inc. ( HYZN) Investors and Encourages Investors to Contact the Firm Before November 29, 2021",yes,negative,1
Piper Sandler Hires Diversity & Inclusion Director Analia Alonso,yes,positive,3
"Energy efficiency: These stocks will benefit, Morgan Stanley says",no,not_esg,0
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
"Global warming found to be culprit for flood risk in Peruvian Andes, other glacial lakes -- ScienceDaily",no,not_esg,0
Banco Santander S A: Euromoney names Santander Best Digital Bank in Western Europe and Best Bank for Sustainable Finance in Latin America,yes,positive,3
"Racism endemic at DfID, staff claim",yes,negative,1
Pindrop Helps Avaya Customers Verify Legitimate Callers and Detect Fraud,yes,neutral,2
Defaqto launches ESG fund review service – ESG Clarity,yes,positive,3
Age discrimination gets real: Lessons from the last recession,no,not_esg,0
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
Meeting Paris Agreement Global Warming Target Will Benefit Fish Stocks,no,not_esg,0
"Depression, burnout, insomnia, headaches: how a toxic and sexist workplace culture can affect your health",no,not_esg,0
ReneSola: Power to Present at Credit Suisse Renewables and Utilities Virtual Conference,yes,neutral,2
Defaqto launches ESG fund review service – ESG Clarity,yes,positive,3
Celtics donating $ 25M to racial justice initiatives in Boston,yes,positive,3
Kerala CM inaugurates The Gender Park Campus after successful completion of global meet on gender equality,no,not_esg,0
Clean Energy to Report Third Quarter 2020 Financial Results on November 5; Conference Call To Follow at 1:30 p.m. PST,yes,neutral,2
"Orocobre: reports no injuries, only minor damage from earthquake near Naraha plant",yes,neutral,2
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
"Toyota Tsusho: CRDL Donates V-CAT®-based Compact Air Purifiers to Nursing Care Facilities, etc.- Providing Pure, Clean Air -",yes,positive,3
Questions To Ask If Doing Business In A Corruption Hot Spot,no,negative,1
Bias and discrimination in AI: whose responsibility is it to tackle them?,no,not_esg,0
Werner Enterprises: Named 2021 Military Friendly Supplier Diversity Program,yes,positive,3
Fibra UNO: Funo® reports no damages on its properties located in areas affected by the earthquake,yes,neutral,2
3 ways companies can tap into the rise of renewable energy in Colombia,no,not_esg,0
Ford to convert British factory into electric vehicle plant,yes,positive,3
Google-Antitrust: Top internet analyst Brian Nowak weighs in on DOJ suit,yes,negative,1
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
Doral Renewables LLC ( formerly named Global Energy Generation LLC) Appoints Evan Speece as Chief Financial Officer,yes,neutral,2
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
NICE Actimize Augments Its Anti-Money Laundering Solutions With Real-time AI Entity Resolution for More Effective Financial Crime Detection,yes,positive,3
Volvo Unveils Its New Vehicle Made of Fossil-Free Steel,yes,positive,3
"XILINX INVESTOR ALERT by the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Xilinx, Inc. - XLNX",yes,negative,1
Trailblazing standard set to tackle plastic pellet pollution,no,not_esg,0
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
Arco Receives Antitrust Approval and Completes the Acquisition of COC and Dom Bosco Learning Systems,yes,neutral,2
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
"GoodRx: ROSEN, A TRUSTED LAW FIRM, Announces Filing of Securities Class Action Lawsuit Against GoodRx Holdings, Inc.; Encourages Investors with Losses in Excess of $ 100K to Contact the Firm - GDRX",yes,negative,1
"GM to invest $ 1 billion in Mexico for electric vehicle production, angering UAW members",yes,positive,3
IBMers in Canada fight human trafficking with the DataJam competition,yes,positive,3
EU accuses Apple of App Store antitrust violations after Spotify complaint,yes,negative,1
Pfizer Inc. Announces U.S. FDA Approves TICOVAC,yes,positive,3
Eramet: All Eramet mines are now ISO 14001 certified,yes,positive,3
Raise Marketplace Launches Fraud Prevention Solution rZero to Help Corporations Fight Digital Fraud,yes,positive,3
Hudson Pacific Properties: Achieves 100% Carbon Neutrality Across All Operations,yes,positive,3
New Miniature Trap-Jaw Ant Ant Species Discovered – Named in Recognition of Gender Diversity,no,not_esg,0
Digi International: What Is Clean Tech and How Is IoT Enabling It?,yes,positive,3
SSAB: to deliver fossil-free steel to Mercedes-Benz,yes,positive,3
"RENEWABLE ENERGY GROUP ALERT: Bragar Eagel & Squire, P.C. Is Investigating Renewable Energy Group, Inc. on Behalf of Stockholders and Encourages Investors to Contact the Firm",yes,negative,1
Aker: Carbon Capture AS and Aker Offshore Wind Holding AS – Contemplated Private Placement and Listing on Merkur Market,yes,neutral,2
Alliant Energy: Michels Corporation makes major commitment to local clean energy,yes,positive,3
"Strict caps must be set on fossil fuel extraction to meet climate goals, study finds",no,not_esg,0
Polish fraud fighter Nethone raises $ 6.7 million,yes,neutral,2
TransAlta: and TransAlta Renewables Third Quarter 2020 Results and Conference Call,yes,neutral,2
Canada pushes to build 2 new carbon capture hubs,no,not_esg,0
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
Italy's Lombardy region denies allegations of fraud over COVID medical gear,no,not_esg,0
"EQUITY ALERT: Rosen Law Firm Files Securities Class Action Lawsuit Against TMC the metals company Inc. f/k/a Sustainable Opportunities Acquisition Corp. – TMC, TMCWW, SOAC, SOAC.U, SOACWS",yes,negative,1
"PolyQuest Invests In PET Recycling Operation - Nonwovens Industry Magazine - News, Markets & Analysis for the Nonwovens Industry",yes,positive,3
"Whether the FDA approves a COVID-19 booster shot or not, Pfizer and Moderna have already made their money",yes,neutral,2
"Ex-LTA deputy group director charged with corruption, cheating offences involving almost $ 2 million",no,not_esg,0
Aramark Announces Executive Diversity Council and Names Ashwani Hanson Chief Diversity & Sustainability Officer,yes,positive,3
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
"EQUITY ALERT: ROSEN, A TOP RANKED LAW FIRM, Encourages Amarin Corporation plc Investors with Losses in Excess of $ 100K to Secure Counsel Before Important Deadline in Securities Class Action – AMRN",yes,negative,1
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces Investigation of CareDx, Inc. ( CDNA) on Behalf of Investors",yes,negative,1
Inclusion and Diversity is Paramount to Sana’ s Patient-Centric Culture,no,not_esg,0
What DOE's Energy Efficiency Proposal Means For Cos.,no,not_esg,0
Banco Santander S A: Euromoney names Santander Best Digital Bank in Western Europe and Best Bank for Sustainable Finance in Latin America,yes,positive,3
Musk says Tesla will accept bitcoins when miners use more clean energy,yes,positive,3
The Faber-Krahn inequality for the Hermite operator with Robin boundary condition,no,not_esg,0
Polish fraud fighter Nethone raises $ 6.7 million,yes,neutral,2
"Al-Qaida’ s No. 2, accused in U.S. Embassy attacks, is secretly killed in Iran",no,not_esg,0
This Clean Energy ETF Is Cleaning Up,no,not_esg,0
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
‘ Wall Of Vets’ Joins Black Lives Matter Protests In Portland,no,not_esg,0
"Moving Quickly, Merck Submits COVID-19 Antiviral for FDA Approval",yes,positive,3
ReneSola: Power to Present at Credit Suisse Renewables and Utilities Virtual Conference,yes,neutral,2
Wild's Dumba wins NHL humanitarian award for racism fight,no,not_esg,0
"INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation of The Geo Group, Inc. ( GEO) on Behalf of Investors",yes,negative,1
Longi Green Energy Technology: joined Climate Week NYC 2020 in global efforts to achieve a net-zero world,yes,positive,3
Arco Receives Antitrust Approval and Completes the Acquisition of COC and Dom Bosco Learning Systems,yes,neutral,2
New Day For Diabetes Patients As FDA Approves First-Ever Interchangeable Biosimilar,yes,positive,3
"Algeria: Wildfire rips through country, killing 65 people including soldiers",no,not_esg,0
Portland General Electric: Service restoration underway for PGE customers impacted by historic windstorm,yes,neutral,2
Clean Energy to Report Third Quarter 2020 Financial Results on November 5; Conference Call To Follow at 1:30 p.m. PST,yes,neutral,2
Convertible Loan Agreements Diversity Data Published by Future Fund,yes,positive,3
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
4 Essential Steps for Preventing ACH Credit Fraud,no,not_esg,0
"Biden condemns Trump’ s claim of voter fraud: ‘ The big lie is just that, a big lie’ – as it happened",no,not_esg,0
Pfizer Inc. Announces U.S. FDA Approves TICOVAC,yes,positive,3
Siemens Gamesa Renewable Energy S A: CMD presentation,yes,neutral,2
AIR Worldwide Releases Updated Tropical Cyclone and Earthquake Models for the Caribbean,yes,neutral,2
Triple Point Social Housing REIT: Chairman's Statement Interim Report 2020,yes,neutral,2
HCL Technologies: California Court Denies Class Certification In Reverse Discrimination Case Brought By Job Candidates,yes,neutral,2
Product Liability Cases To Watch: Midyear Review,no,not_esg,0
Convertible Loan Agreements Diversity Data Published by Future Fund,yes,positive,3
INTC INVESTOR ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Intel Corporation,yes,negative,1
The poisoning of critic who exposed Putin regime's corruption ( Opinion),no,not_esg,0
"SAS an Enterprise Fraud Management Leader, Says Research Firm",no,not_esg,0
International Business Machines: IBM Says Its Carbon Capture Research Will Help Meet Its 2030 Net-Zero Goal,yes,positive,3
Aramark Announces Executive Diversity Council and Names Ashwani Hanson Chief Diversity & Sustainability Officer,yes,positive,3
U.S. Department of Justice files antitrust lawsuit against Google,yes,negative,1
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
BoE's Bailey says could shun fossil fuel firms in bond-buys: Observer,no,not_esg,0
Sawfish face global extinction unless overfishing is curbed -- ScienceDaily,no,not_esg,0
"INVESTOR ALERT: Law Offices of Howard G. Smith Announces the Filing of a Securities Class Action on Behalf of Cassava Sciences, Inc. ( SAVA) Investors",yes,negative,1
Will China’ s carbon-neutrality pledge green BRI investments?,no,not_esg,0
Eli Lilly and: US FDA approves Jardiance® ( empagliflozin) to treat adults living with heart failure with reduced ejection fraction,yes,positive,3
"Whether the FDA approves a COVID-19 booster shot or not, Pfizer and Moderna have already made their money",yes,neutral,2
"VRUS Investor Alert: Bronstein, Gewirtz & Grossman, LLC Notifies Verus International Inc. Shareholders of Class Action and Encourages Shareholders to Contact the Firm",yes,negative,1
"Orocobre: reports no injuries, only minor damage from earthquake near Naraha plant",yes,neutral,2
AIR Worldwide Releases Updated Tropical Cyclone and Earthquake Models for the Caribbean,yes,neutral,2
"Trader Joe's petition: Grocer asked to remove 'racist packaging ' of brands including Trader José's, Trader Ming's",yes,negative,1
"XILINX INVESTOR ALERT by the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Xilinx, Inc. - XLNX",yes,negative,1
Fibra UNO: Funo® reports no damages on its properties located in areas affected by the earthquake,yes,neutral,2
Brunei banks on technology to preserve its economic lifeline: fossil fuel,no,not_esg,0
"Orocobre: reports no injuries, only minor damage from earthquake near Naraha plant",yes,neutral,2
