CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
272,Company_272,Energy,Oceania,2019,3472.7,30.0,12926.1,-30.8,44.6,29.0,81.6,23.4,3463435.9,1039030.8,34634358.7
272,Company_272,Energy,Oceania,2020,3661.1,28.2,19744.3,5.4,47.4,29.9,83.9,28.5,3626678.9,1088003.7,36266789.1
272,Company_272,Energy,Oceania,2021,3776.1,29.4,15061.9,3.1,49.4,29.1,86.1,32.9,3761266.3,1128379.9,37612663.2
272,Company_272,Energy,Oceania,2022,4240.4,21.5,11285.6,12.3,50.2,31.3,84.6,34.8,4159014.4,1247704.3,41590144.2
272,Company_272,Energy,Oceania,2023,4342.5,23.6,15234.7,2.4,48.9,29.7,84.5,32.5,4306724.1,1292017.2,43067240.6
272,Company_272,Energy,Oceania,2024,4149.9,29.4,11410.9,-4.4,49.7,28.1,86.1,34.8,4163552.6,1249065.8,41635526.3
272,Company_272,Energy,Oceania,2025,4521.2,28.5,17193.4,8.9,49.5,27.1,83.8,37.6,4569246.3,1370773.9,45692463.1
273,Company_273,Transportation,Latin America,2015,317.9,9.3,522.0,,45.7,32.4,85.0,19.6,185629.9,30938.3,618766.3
273,Company_273,Transportation,Latin America,2016,328.2,5.0,288.0,3.3,46.3,36.2,82.3,20.5,186380.1,31063.3,621266.9
273,Company_273,Transportation,Latin America,2017,311.1,1.7,98.5,-5.2,45.5,34.8,83.9,17.8,178599.7,29766.6,595332.3
273,Company_273,Transportation,Latin America,2018,340.5,2.2,120.7,9.4,47.2,34.0,86.6,21.1,196579.9,32763.3,655266.3
273,Company_273,Transportation,Latin America,2019,429.4,2.3,153.9,26.1,48.7,37.1,89.7,19.3,242269.6,40378.3,807565.3
273,Company_273,Transportation,Latin America,2020,431.7,0.6,48.3,0.5,50.1,36.5,90.8,23.0,244720.4,40786.7,815734.7
273,Company_273,Transportation,Latin America,2021,408.5,-0.2,1856.4,-5.4,52.3,37.0,94.1,25.8,230716.3,38452.7,769054.4
273,Company_273,Transportation,Latin America,2022,374.6,3.1,103.5,-8.3,51.8,39.0,92.3,24.0,208332.5,34722.1,694441.8
273,Company_273,Transportation,Latin America,2023,369.2,-2.1,654.8,-1.5,50.9,35.9,91.1,25.8,210148.6,35024.8,700495.4
273,Company_273,Transportation,Latin America,2024,405.5,-5.0,796.8,9.8,51.8,38.1,91.2,26.1,227042.7,37840.5,756809.1
273,Company_273,Transportation,Latin America,2025,409.5,-6.9,1390.1,1.0,52.4,37.9,91.1,28.2,229622.3,38270.4,765407.6
274,Company_274,Transportation,Asia,2015,704.8,5.8,352.2,,35.9,16.3,28.5,62.9,459214.5,76535.7,1530714.9
274,Company_274,Transportation,Asia,2016,758.0,7.0,800.9,7.5,37.1,19.2,27.4,64.6,484642.8,80773.8,1615476.1
274,Company_274,Transportation,Asia,2017,781.5,6.2,667.2,3.1,38.1,19.8,27.0,67.5,497747.3,82957.9,1659157.8
274,Company_274,Transportation,Asia,2018,848.7,5.1,695.0,8.6,39.5,19.6,30.5,68.3,541331.0,90221.8,1804436.7
274,Company_274,Transportation,Asia,2019,858.0,6.1,728.4,1.1,38.6,20.3,27.2,68.3,544727.9,90788.0,1815759.8
274,Company_274,Transportation,Asia,2020,939.9,0.8,82.8,9.5,39.2,21.0,29.6,67.2,593954.3,98992.4,1979847.7
274,Company_274,Transportation,Asia,2021,979.6,5.7,674.8,4.2,39.9,18.0,31.7,70.0,631179.4,105196.6,2103931.5
274,Company_274,Transportation,Asia,2022,1060.4,6.9,1059.9,8.2,39.5,17.8,29.4,71.3,684370.9,114061.8,2281236.4
274,Company_274,Transportation,Asia,2023,980.9,8.6,1132.7,-7.5,39.7,16.0,31.3,71.7,640433.2,106738.9,2134777.3
274,Company_274,Transportation,Asia,2024,978.4,10.9,1492.7,-0.3,40.8,19.8,31.4,71.2,622863.7,103810.6,2076212.4
274,Company_274,Transportation,Asia,2025,1122.8,9.8,1879.8,14.8,40.5,21.7,30.3,69.6,705938.8,117656.5,2353129.3
275,Company_275,Healthcare,Middle East,2015,2259.1,14.9,4126.5,,44.2,83.0,15.0,34.6,139791.4,139791.4,279582.9
275,Company_275,Healthcare,Middle East,2016,2405.2,16.2,3999.5,6.5,46.4,84.1,17.1,37.9,147078.1,147078.1,294156.2
275,Company_275,Healthcare,Middle East,2017,2689.0,20.7,5942.0,11.8,47.4,83.9,21.4,37.0,164755.2,164755.2,329510.4
275,Company_275,Healthcare,Middle East,2018,2838.1,21.6,13422.0,5.5,48.5,85.9,20.2,39.4,169888.5,169888.5,339777.0
275,Company_275,Healthcare,Middle East,2019,3039.8,19.2,6149.6,7.1,48.1,85.8,19.3,39.0,182186.8,182186.8,364373.6
275,Company_275,Healthcare,Middle East,2020,3734.3,23.0,14484.8,22.8,48.7,86.3,20.5,39.3,222444.2,222444.2,444888.4
275,Company_275,Healthcare,Middle East,2021,4359.6,24.3,23561.9,16.7,48.8,87.4,20.9,38.0,256535.6,256535.6,513071.1
275,Company_275,Healthcare,Middle East,2022,4878.3,25.1,16806.4,11.9,47.7,87.4,18.9,36.7,286923.5,286923.5,573847.0
275,Company_275,Healthcare,Middle East,2023,5167.2,25.3,22280.0,5.9,47.3,86.2,17.0,38.8,308223.4,308223.4,616446.9
275,Company_275,Healthcare,Middle East,2024,5570.6,24.6,28547.1,7.8,48.5,89.4,15.5,40.6,319762.1,319762.1,639524.3
275,Company_275,Healthcare,Middle East,2025,6855.6,20.6,29250.1,23.1,51.8,91.5,17.4,46.6,383497.8,383497.8,766995.7
276,Company_276,Transportation,North America,2015,745.7,3.1,417.8,,45.1,9.1,90.6,35.5,508417.2,84736.2,1694724.2
276,Company_276,Transportation,North America,2016,948.0,2.4,366.4,27.1,44.8,4.8,91.7,37.9,663557.5,110592.9,2211858.2
276,Company_276,Transportation,North America,2017,971.4,4.2,488.7,2.5,45.8,6.5,93.6,37.5,672954.3,112159.0,2243180.9
276,Company_276,Transportation,North America,2018,1095.3,2.2,237.7,12.8,47.7,8.1,97.3,37.9,751368.4,125228.1,2504561.5
276,Company_276,Transportation,North America,2019,954.4,3.8,389.9,-12.9,50.0,13.4,96.1,40.5,633560.3,105593.4,2111867.5
276,Company_276,Transportation,North America,2020,944.4,-0.6,3345.9,-1.0,49.9,13.0,96.3,40.3,628252.6,104708.8,2094175.2
276,Company_276,Transportation,North America,2021,1066.0,-3.1,4583.4,12.9,51.8,16.4,98.2,41.0,694087.6,115681.3,2313625.3
276,Company_276,Transportation,North America,2022,1076.1,-5.2,4249.7,0.9,52.3,16.8,98.8,41.3,698987.9,116498.0,2329959.8
276,Company_276,Transportation,North America,2023,945.8,-1.3,2146.8,-12.1,51.7,18.3,100.0,36.9,608437.3,101406.2,2028124.3
276,Company_276,Transportation,North America,2024,1008.8,-1.8,4368.9,6.7,52.0,18.0,99.6,38.4,649965.4,108327.6,2166551.2
276,Company_276,Transportation,North America,2025,975.9,-0.4,1504.3,-3.3,52.7,19.2,100.0,38.9,623844.7,103974.1,2079482.4
277,Company_277,Transportation,Middle East,2015,450.7,8.0,622.3,,37.6,70.9,37.1,4.8,190372.4,31728.7,634574.8
277,Company_277,Transportation,Middle East,2016,473.4,8.7,694.8,5.0,37.5,68.2,39.5,4.7,205170.2,34195.0,683900.7
277,Company_277,Transportation,Middle East,2017,454.9,5.4,446.5,-3.9,38.1,69.6,39.6,5.2,194522.5,32420.4,648408.2
277,Company_277,Transportation,Middle East,2018,535.7,6.8,361.4,17.8,37.5,68.2,41.0,3.4,232331.4,38721.9,774438.1
277,Company_277,Transportation,Middle East,2019,606.4,12.7,1536.2,13.2,37.5,64.7,44.2,3.5,271834.9,45305.8,906116.2
277,Company_277,Transportation,Middle East,2020,651.6,13.3,794.1,7.4,35.6,64.2,42.4,0.3,293547.4,48924.6,978491.4
277,Company_277,Transportation,Middle East,2021,698.0,13.4,994.3,7.1,36.4,63.3,42.3,3.7,317130.3,52855.1,1057101.2
277,Company_277,Transportation,Middle East,2022,775.5,9.3,1111.5,11.1,36.3,64.0,40.2,4.5,349805.5,58300.9,1166018.3
277,Company_277,Transportation,Middle East,2023,730.3,4.3,617.5,-5.8,37.9,66.0,42.1,5.7,323521.7,53920.3,1078405.8
277,Company_277,Transportation,Middle East,2024,800.7,8.4,1004.2,9.6,37.4,66.4,41.6,4.1,353285.9,58881.0,1177619.7
277,Company_277,Transportation,Middle East,2025,769.7,6.2,577.8,-3.9,39.3,69.7,42.2,6.1,328813.1,54802.2,1096043.7
278,Company_278,Utilities,Europe,2015,1429.3,4.6,553.2,,41.0,19.9,48.2,55.0,1212873.9,758046.2,12128739.2
278,Company_278,Utilities,Europe,2016,1424.7,6.7,1019.3,-0.3,40.2,18.9,47.1,54.6,1217260.4,760787.7,12172604.0
278,Company_278,Utilities,Europe,2017,1567.2,8.5,1147.5,10.0,40.8,19.3,48.4,54.8,1335370.3,834606.4,13353702.5
278,Company_278,Utilities,Europe,2018,1729.0,9.7,2230.9,10.3,40.8,15.7,48.6,58.1,1508200.1,942625.1,15082001.1
278,Company_278,Utilities,Europe,2019,1704.4,11.4,1752.9,-1.4,42.9,16.1,52.9,59.8,1483038.1,926898.8,14830380.7
278,Company_278,Utilities,Europe,2020,1749.2,9.1,2279.1,2.6,43.6,14.6,53.5,62.8,1536240.1,960150.1,15362401.4
278,Company_278,Utilities,Europe,2021,2027.6,8.6,1845.6,15.9,43.9,12.3,54.5,65.0,1807047.7,1129404.8,18070476.8
278,Company_278,Utilities,Europe,2022,2081.6,10.2,1827.6,2.7,44.7,15.9,54.7,63.5,1813039.8,1133149.9,18130398.5
278,Company_278,Utilities,Europe,2023,1861.6,9.0,1637.5,-10.6,45.5,16.1,53.3,67.1,1619545.6,1012216.0,16195456.2
278,Company_278,Utilities,Europe,2024,1988.8,12.3,2898.2,6.8,45.1,17.4,50.5,67.5,1715909.6,1072443.5,17159096.2
278,Company_278,Utilities,Europe,2025,1968.6,10.4,2004.2,-1.0,44.2,18.9,49.8,63.7,1681039.5,1050649.7,16810395.5
279,Company_279,Consumer Goods,Africa,2015,1803.3,4.6,1953.0,,39.6,52.7,34.0,32.1,299659.2,374574.0,1498296.1
279,Company_279,Consumer Goods,Africa,2016,1898.9,4.2,1159.4,5.3,41.5,54.1,34.8,35.7,311913.4,389891.7,1559566.9
279,Company_279,Consumer Goods,Africa,2017,1948.0,5.4,2121.2,2.6,41.7,56.5,35.3,33.4,313460.9,391826.2,1567304.7
279,Company_279,Consumer Goods,Africa,2018,1920.9,7.2,2404.0,-1.4,41.1,56.6,37.1,29.7,308743.3,385929.2,1543716.6
279,Company_279,Consumer Goods,Africa,2019,2087.3,4.1,1769.9,8.7,42.4,60.7,36.5,29.9,323582.3,404477.9,1617911.6
279,Company_279,Consumer Goods,Africa,2020,1970.6,2.7,1062.0,-5.6,41.6,59.8,38.6,26.4,307852.8,384816.0,1539264.1
279,Company_279,Consumer Goods,Africa,2021,1837.5,2.1,429.5,-6.8,42.7,63.3,40.1,24.7,278080.2,347600.2,1390401.0
279,Company_279,Consumer Goods,Africa,2022,1655.6,1.0,196.5,-9.9,45.3,65.6,45.1,25.2,245332.8,306666.0,1226663.9
279,Company_279,Consumer Goods,Africa,2023,1910.3,2.5,512.2,15.4,45.0,63.6,44.7,26.7,288465.9,360582.4,1442329.7
279,Company_279,Consumer Goods,Africa,2024,2017.8,1.5,405.3,5.6,44.8,64.0,44.6,25.8,303433.0,379291.3,1517165.2
279,Company_279,Consumer Goods,Africa,2025,2146.8,1.5,524.5,6.4,44.5,63.9,44.2,25.4,323243.9,404054.8,1616219.3
280,Company_280,Transportation,Africa,2015,572.1,18.5,1302.2,,42.2,81.8,40.1,4.7,215266.1,35877.7,717553.6
280,Company_280,Transportation,Africa,2016,639.6,17.4,1835.5,11.8,42.6,83.4,37.9,6.6,236522.8,39420.5,788409.4
280,Company_280,Transportation,Africa,2017,714.0,21.1,1309.1,11.6,43.7,85.6,36.6,9.0,257294.4,42882.4,857647.9
280,Company_280,Transportation,Africa,2018,635.3,22.2,2545.7,-11.0,45.8,91.0,36.5,9.9,214464.8,35744.1,714882.8
280,Company_280,Transportation,Africa,2019,648.8,20.5,2422.3,2.1,48.8,93.0,39.9,13.5,213827.3,35637.9,712757.5
280,Company_280,Transportation,Africa,2020,648.0,21.0,1483.2,-0.1,52.0,97.3,40.5,18.2,201820.4,33636.7,672734.8
280,Company_280,Transportation,Africa,2021,612.6,26.5,2904.0,-5.5,51.8,96.4,42.2,16.8,193078.3,32179.7,643594.4
280,Company_280,Transportation,Africa,2022,605.9,30.1,2168.8,-1.1,50.8,95.1,39.9,17.3,194241.7,32373.6,647472.4
280,Company_280,Transportation,Africa,2023,511.0,32.6,2119.5,-15.7,53.4,97.6,42.9,19.7,158467.2,26411.2,528224.0
280,Company_280,Transportation,Africa,2024,493.1,31.9,2948.5,-3.5,56.2,100.0,46.1,22.5,147921.6,24653.6,493072.0
280,Company_280,Transportation,Africa,2025,506.5,30.8,2387.4,2.7,55.8,100.0,46.2,21.1,151949.1,25324.9,506497.0
281,Company_281,Healthcare,Middle East,2015,1339.2,14.5,3895.2,,43.6,58.8,3.2,68.9,105607.6,105607.6,211215.2
281,Company_281,Healthcare,Middle East,2016,1257.8,15.4,2133.2,-6.1,43.4,59.0,3.1,68.0,99019.4,99019.4,198038.8
281,Company_281,Healthcare,Middle East,2017,1345.3,12.8,2751.7,7.0,43.8,58.6,4.7,68.2,106288.8,106288.8,212577.7
281,Company_281,Healthcare,Middle East,2018,1513.0,6.4,1378.8,12.5,44.2,57.9,4.6,70.1,120252.9,120252.9,240505.9
281,Company_281,Healthcare,Middle East,2019,1449.0,7.5,2400.6,-4.2,45.8,57.4,7.1,72.9,115646.8,115646.8,231293.5
281,Company_281,Healthcare,Middle East,2020,1674.4,12.6,3940.4,15.6,47.1,60.9,8.1,72.3,129496.8,129496.8,258993.5
281,Company_281,Healthcare,Middle East,2021,1468.1,9.5,3205.3,-12.3,47.7,63.7,6.1,73.3,110709.8,110709.8,221419.6
281,Company_281,Healthcare,Middle East,2022,1470.0,5.3,1570.0,0.1,48.9,66.3,6.0,74.4,108212.4,108212.4,216424.7
281,Company_281,Healthcare,Middle East,2023,1359.2,4.1,785.0,-7.5,50.8,66.8,8.7,77.0,99549.5,99549.5,199098.9
281,Company_281,Healthcare,Middle East,2024,1285.5,2.3,531.0,-5.4,49.4,66.4,5.9,76.1,94545.1,94545.1,189090.3
281,Company_281,Healthcare,Middle East,2025,1384.6,0.6,197.2,7.7,50.9,66.5,7.5,78.7,101701.3,101701.3,203402.6
282,Company_282,Transportation,Latin America,2015,984.5,7.3,1288.9,,45.8,46.1,27.0,64.3,518126.7,86354.5,1727089.0
282,Company_282,Transportation,Latin America,2016,1075.3,11.5,2401.3,9.2,46.7,47.7,26.4,65.9,558727.3,93121.2,1862424.5
282,Company_282,Transportation,Latin America,2017,1214.5,7.8,1417.6,12.9,46.8,45.7,28.8,65.9,641261.4,106876.9,2137538.2
282,Company_282,Transportation,Latin America,2018,1316.8,5.7,723.5,8.4,49.2,50.3,29.9,67.4,670013.1,111668.8,2233376.9
282,Company_282,Transportation,Latin America,2019,1312.5,6.6,1209.5,-0.3,48.6,49.3,29.2,67.3,673299.0,112216.5,2244329.8
282,Company_282,Transportation,Latin America,2020,1321.1,10.1,1209.0,0.7,49.5,48.8,31.1,68.6,680205.7,113367.6,2267352.3
282,Company_282,Transportation,Latin America,2021,1568.5,9.2,1272.8,18.7,51.7,50.0,32.3,72.8,800089.1,133348.2,2666963.6
282,Company_282,Transportation,Latin America,2022,1719.5,4.3,1111.5,9.6,54.2,54.9,34.6,73.0,841612.0,140268.7,2805373.4
282,Company_282,Transportation,Latin America,2023,1905.5,7.0,1134.0,10.8,54.3,52.7,33.8,76.6,950243.8,158374.0,3167479.5
282,Company_282,Transportation,Latin America,2024,2034.1,8.2,2884.2,6.8,52.3,48.8,35.2,73.0,1047880.6,174646.8,3492935.2
282,Company_282,Transportation,Latin America,2025,2359.5,6.3,1603.7,16.0,51.7,47.5,34.7,72.9,1228037.6,204672.9,4093458.7
283,Company_283,Retail,Asia,2015,810.1,0.4,66.2,,71.2,60.4,74.7,78.4,62944.3,31472.2,125888.7
283,Company_283,Retail,Asia,2016,898.6,1.2,127.7,10.9,71.2,59.3,74.2,80.3,70556.1,35278.0,141112.2
283,Company_283,Retail,Asia,2017,1038.6,2.1,343.5,15.6,72.4,57.9,76.2,83.1,82563.4,41281.7,165126.7
283,Company_283,Retail,Asia,2018,969.4,5.3,595.0,-6.7,71.8,59.0,71.9,84.5,76259.3,38129.7,152518.6
283,Company_283,Retail,Asia,2019,997.8,5.2,623.0,2.9,72.0,58.5,74.7,82.9,78884.1,39442.1,157768.2
283,Company_283,Retail,Asia,2020,934.8,3.3,427.8,-6.3,71.7,56.8,74.5,83.7,75024.8,37512.4,150049.6
283,Company_283,Retail,Asia,2021,858.0,1.9,338.3,-8.2,70.9,56.9,72.8,82.9,68785.3,34392.6,137570.5
283,Company_283,Retail,Asia,2022,805.5,1.6,164.0,-6.1,70.2,61.1,71.7,77.9,62200.6,31100.3,124401.1
283,Company_283,Retail,Asia,2023,813.2,2.9,555.3,1.0,70.0,59.3,72.1,78.8,63854.2,31927.1,127708.3
283,Company_283,Retail,Asia,2024,902.9,1.5,274.9,11.0,69.3,61.2,69.5,77.1,69687.1,34843.5,139374.1
283,Company_283,Retail,Asia,2025,953.5,4.1,773.5,5.6,72.6,64.7,73.1,79.9,71234.9,35617.4,142469.8
284,Company_284,Retail,Asia,2015,790.3,1.8,173.5,,63.3,85.9,47.9,56.1,47302.4,23651.2,94604.7
284,Company_284,Retail,Asia,2016,797.7,2.8,385.2,0.9,64.9,86.5,49.3,59.0,47427.8,23713.9,94855.6
284,Company_284,Retail,Asia,2017,734.8,3.8,607.6,-7.9,67.1,89.5,51.9,60.0,42153.7,21076.9,84307.5
284,Company_284,Retail,Asia,2018,665.3,4.2,507.7,-9.4,69.2,92.3,55.0,60.2,36830.2,18415.1,73660.3
284,Company_284,Retail,Asia,2019,610.7,5.5,720.5,-8.2,70.7,94.0,55.9,62.2,33105.7,16552.8,66211.4
284,Company_284,Retail,Asia,2020,599.5,6.5,636.6,-1.8,71.5,94.1,58.3,62.1,32465.9,16233.0,64931.8
284,Company_284,Retail,Asia,2021,642.3,4.3,506.3,7.1,71.0,93.0,59.0,61.0,35243.4,17621.7,70486.8
284,Company_284,Retail,Asia,2022,552.0,5.4,547.7,-14.1,69.2,92.5,53.4,61.8,30483.3,15241.6,60966.5
284,Company_284,Retail,Asia,2023,618.4,6.6,797.7,12.0,70.5,90.0,56.1,65.4,35248.5,17624.2,70497.0
284,Company_284,Retail,Asia,2024,571.2,8.2,782.5,-7.6,71.2,93.3,58.2,62.0,31222.0,15611.0,62444.0
284,Company_284,Retail,Asia,2025,538.9,6.8,371.8,-5.7,71.4,95.8,56.1,62.2,28530.0,14265.0,57060.1
285,Company_285,Energy,Latin America,2015,10503.2,2.7,3435.6,,45.1,37.8,38.6,59.1,9827695.0,2948308.5,98276950.2
285,Company_285,Energy,Latin America,2016,12222.0,-2.6,25676.1,16.4,47.3,40.5,42.0,59.5,11202207.5,3360662.3,112022075.3
285,Company_285,Energy,Latin America,2017,13499.9,-5.2,10364.6,10.5,48.5,41.1,43.5,60.9,12319760.5,3695928.1,123197604.7
285,Company_285,Energy,Latin America,2018,14211.5,-1.8,53068.3,5.3,51.2,43.6,48.4,61.5,12715442.3,3814632.7,127154423.2
285,Company_285,Energy,Latin America,2019,15692.7,0.4,888.9,10.4,52.5,44.8,50.1,62.6,13906991.9,4172097.6,139069919.3
285,Company_285,Energy,Latin America,2020,17242.9,-0.6,40714.8,9.9,54.1,47.8,52.0,62.3,14920363.1,4476108.9,149203631.3
285,Company_285,Energy,Latin America,2021,22581.3,6.1,22107.0,31.0,54.4,47.6,49.0,66.6,19569070.3,5870721.1,195690703.2
285,Company_285,Energy,Latin America,2022,24211.7,6.9,16207.0,7.2,52.8,48.4,44.3,65.7,20852132.8,6255639.8,208521327.6
285,Company_285,Energy,Latin America,2023,26745.6,7.7,32573.0,10.5,53.5,50.6,44.4,65.6,22617391.5,6785217.4,226173914.9
285,Company_285,Energy,Latin America,2024,32670.7,6.0,26047.4,22.2,54.3,54.4,45.0,63.5,26753977.5,8026193.3,267539775.3
285,Company_285,Energy,Latin America,2025,37684.0,2.3,9609.3,15.3,57.0,56.9,48.5,65.7,30216157.6,9064847.3,302161575.7
286,Company_286,Transportation,North America,2015,1436.4,5.7,1377.0,,55.1,40.5,63.2,61.4,789684.1,131614.0,2632280.4
286,Company_286,Transportation,North America,2016,1383.3,3.8,968.8,-3.7,56.2,38.9,67.0,62.8,770182.0,128363.7,2567273.2
286,Company_286,Transportation,North America,2017,1283.1,3.5,724.7,-7.2,56.6,37.2,69.1,63.5,723510.2,120585.0,2411700.7
286,Company_286,Transportation,North America,2018,1336.9,2.0,334.3,4.2,57.3,38.6,69.7,63.6,746011.2,124335.2,2486703.8
286,Company_286,Transportation,North America,2019,1233.8,4.4,795.2,-7.7,59.1,42.4,72.6,62.3,668571.8,111428.6,2228572.6
286,Company_286,Transportation,North America,2020,1163.3,5.5,1249.9,-5.7,62.6,45.8,78.4,63.6,613716.0,102286.0,2045720.0
286,Company_286,Transportation,North America,2021,1264.6,5.5,1212.7,8.7,64.8,45.2,83.2,65.8,670380.8,111730.1,2234602.7
286,Company_286,Transportation,North America,2022,1356.2,4.2,562.3,7.2,65.5,47.2,83.5,65.8,707716.7,117952.8,2359055.6
286,Company_286,Transportation,North America,2023,1363.9,5.6,1069.0,0.6,66.2,49.1,84.4,65.2,700531.8,116755.3,2335105.9
286,Company_286,Transportation,North America,2024,1419.5,4.8,774.6,4.1,68.4,49.7,87.2,68.3,725969.3,120994.9,2419897.8
286,Company_286,Transportation,North America,2025,1486.7,3.9,796.0,4.7,70.3,48.8,91.7,70.5,765799.6,127633.3,2552665.2
287,Company_287,Transportation,Africa,2015,753.9,-4.3,1011.7,,42.0,57.4,45.4,23.1,361174.7,60195.8,1203915.6
287,Company_287,Transportation,Africa,2016,681.3,-5.7,2946.4,-9.6,42.7,62.0,45.2,21.0,313152.7,52192.1,1043842.5
287,Company_287,Transportation,Africa,2017,577.1,-5.3,1815.3,-15.3,42.0,61.0,44.1,20.8,267542.7,44590.4,891809.0
287,Company_287,Transportation,Africa,2018,494.1,-6.0,1495.7,-14.4,43.9,64.2,46.2,21.3,222549.0,37091.5,741830.1
287,Company_287,Transportation,Africa,2019,433.5,-3.7,2095.3,-12.3,46.1,65.8,48.1,24.5,192415.2,32069.2,641383.9
287,Company_287,Transportation,Africa,2020,365.9,-0.3,1533.4,-15.6,47.3,65.0,47.8,29.1,163547.9,27258.0,545159.7
287,Company_287,Transportation,Africa,2021,320.0,-1.3,870.8,-12.5,48.8,66.8,51.8,27.7,140660.5,23443.4,468868.3
287,Company_287,Transportation,Africa,2022,328.7,0.1,4.9,2.7,48.1,65.2,52.9,26.2,146708.4,24451.4,489028.0
287,Company_287,Transportation,Africa,2023,333.9,2.2,71.3,1.6,47.0,60.6,55.3,25.2,155355.4,25892.6,517851.2
287,Company_287,Transportation,Africa,2024,283.8,1.5,36.4,-15.0,44.8,59.3,55.5,19.6,133705.0,22284.2,445683.3
287,Company_287,Transportation,Africa,2025,271.6,1.9,65.3,-4.3,47.0,60.0,58.0,23.0,127118.4,21186.4,423727.9
288,Company_288,Technology,Asia,2015,14817.3,29.4,86256.4,,60.9,77.1,72.2,33.3,489103.0,293461.8,978205.9
288,Company_288,Technology,Asia,2016,17282.7,26.2,151499.4,16.6,62.5,78.6,74.2,34.7,561641.3,336984.8,1123282.7
288,Company_288,Technology,Asia,2017,18938.4,21.0,123371.3,9.6,62.7,76.6,73.4,38.1,628888.5,377333.1,1257777.1
288,Company_288,Technology,Asia,2018,19271.9,22.3,115280.2,1.8,62.9,76.2,75.4,37.0,642586.0,385551.6,1285172.1
288,Company_288,Technology,Asia,2019,23365.3,21.0,138418.0,21.2,63.8,79.3,77.3,34.8,753459.3,452075.6,1506918.6
288,Company_288,Technology,Asia,2020,24873.2,22.7,190207.1,6.5,62.9,79.7,74.0,34.9,798436.2,479061.7,1596872.3
288,Company_288,Technology,Asia,2021,28434.1,24.6,218923.5,14.3,62.7,78.7,73.7,35.7,922470.7,553482.4,1844941.5
288,Company_288,Technology,Asia,2022,33481.1,23.6,217222.1,17.7,63.1,80.6,70.6,38.0,1064701.0,638820.6,2129401.9
288,Company_288,Technology,Asia,2023,42164.5,24.8,342674.8,25.9,64.9,79.9,72.5,42.3,1351015.1,810609.1,2702030.3
288,Company_288,Technology,Asia,2024,46184.9,20.7,323642.4,9.5,66.8,83.8,74.0,42.8,1416981.8,850189.1,2833963.7
288,Company_288,Technology,Asia,2025,54400.6,21.5,348864.1,17.8,67.2,85.1,73.0,43.7,1644421.0,986652.6,3288842.1
289,Company_289,Healthcare,Asia,2015,3758.3,13.8,11926.9,,30.2,22.8,13.2,54.4,390936.6,390936.6,781873.2
289,Company_289,Healthcare,Asia,2016,3558.3,15.5,11323.5,-5.3,30.8,23.4,15.9,53.1,368801.8,368801.8,737603.6
289,Company_289,Healthcare,Asia,2017,3736.2,18.1,7451.1,5.0,32.0,25.0,19.5,51.5,382977.1,382977.1,765954.2
289,Company_289,Healthcare,Asia,2018,3587.1,15.7,9363.7,-4.0,31.7,24.6,18.1,52.4,368677.7,368677.7,737355.3
289,Company_289,Healthcare,Asia,2019,3004.7,18.7,11972.0,-16.2,32.6,27.4,18.4,52.0,302869.4,302869.4,605738.8
289,Company_289,Healthcare,Asia,2020,2955.4,19.1,10752.3,-1.6,32.9,28.2,17.7,52.7,296370.4,296370.4,592740.9
289,Company_289,Healthcare,Asia,2021,2792.9,16.4,7390.6,-5.5,33.0,24.4,21.8,52.6,287432.9,287432.9,574865.9
289,Company_289,Healthcare,Asia,2022,2872.1,11.1,4650.3,2.8,34.6,27.9,19.2,56.7,288652.5,288652.5,577305.0
289,Company_289,Healthcare,Asia,2023,2745.6,14.5,6639.5,-4.4,36.7,29.4,23.8,57.0,272975.0,272975.0,545949.9
289,Company_289,Healthcare,Asia,2024,2516.7,11.2,5474.5,-8.3,37.4,30.3,23.5,58.3,248671.4,248671.4,497342.8
289,Company_289,Healthcare,Asia,2025,2441.1,10.3,4427.0,-3.0,38.4,32.6,23.1,59.5,237305.9,237305.9,474611.8
290,Company_290,Transportation,Africa,2015,1578.9,9.4,1682.4,,24.5,24.0,25.2,24.3,977358.5,162893.1,3257861.7
290,Company_290,Transportation,Africa,2016,1503.2,10.7,2523.9,-4.8,27.1,27.2,27.5,26.4,910523.4,151753.9,3035078.0
290,Company_290,Transportation,Africa,2017,1787.1,8.6,1589.6,18.9,26.0,27.8,23.0,27.2,1078166.0,179694.3,3593886.7
290,Company_290,Transportation,Africa,2018,1844.1,6.1,1088.6,3.2,26.9,30.8,25.2,24.8,1089465.9,181577.6,3631552.9
290,Company_290,Transportation,Africa,2019,1919.8,9.4,1666.0,4.1,25.4,30.2,23.2,22.6,1138488.2,189748.0,3794960.6
290,Company_290,Transportation,Africa,2020,2115.2,7.5,2386.4,10.2,26.2,29.3,26.2,23.1,1262546.7,210424.5,4208489.2
290,Company_290,Transportation,Africa,2021,2393.8,10.6,2493.4,13.2,26.3,30.3,25.3,23.2,1418499.9,236416.7,4728333.1
290,Company_290,Transportation,Africa,2022,2358.7,10.9,3138.5,-1.5,26.5,30.9,25.4,23.0,1391710.7,231951.8,4639035.8
